Metric: | MAE	| NMAE	| RMSE	
==========================================
UMEAN
Avg:	0.8765	0.9666	1.8532
Std:	0.0035	0.0042	0.0019
==========================================
IMEAN
Avg:	0.6211	0.6850	1.4648
Std:	0.0027	0.0031	0.0050
==========================================
UPCC
Avg:	0.6550	0.7224	1.5004
Std:	0.0025	0.0029	0.0052
==========================================
IPCC
Avg:	0.7325	0.8078	1.7399
Std:	0.0020	0.0024	0.0053
==========================================
UIPCC
Avg:	0.6434	0.7095	1.4754
Std:	0.0024	0.0028	0.0043
==========================================


Detailed results for 20 rounds:
==========================================
UMEAN
==========================================
0.8809	0.9713	1.8534
0.8804	0.9709	1.8538
0.8796	0.9710	1.8513
0.8778	0.9691	1.8506
0.8824	0.9735	1.8520
0.8740	0.9630	1.8555
0.8751	0.9642	1.8551
0.8803	0.9714	1.8506
0.8692	0.9586	1.8534
0.8786	0.9686	1.8533
0.8711	0.9605	1.8534
0.8745	0.9638	1.8547
0.8784	0.9699	1.8491
0.8763	0.9663	1.8548
0.8720	0.9613	1.8544
0.8773	0.9676	1.8522
0.8761	0.9650	1.8573
0.8793	0.9699	1.8530
0.8746	0.9648	1.8523
0.8727	0.9620	1.8545


IMEAN
==========================================
0.6239	0.6879	1.4722
0.6247	0.6889	1.4625
0.6251	0.6900	1.4615
0.6226	0.6873	1.4614
0.6263	0.6911	1.4655
0.6190	0.6820	1.4615
0.6210	0.6842	1.4729
0.6227	0.6871	1.4652
0.6180	0.6815	1.4619
0.6227	0.6865	1.4630
0.6184	0.6819	1.4649
0.6169	0.6799	1.4590
0.6191	0.6836	1.4524
0.6214	0.6852	1.4710
0.6172	0.6804	1.4728
0.6219	0.6860	1.4655
0.6191	0.6819	1.4674
0.6226	0.6867	1.4700
0.6206	0.6846	1.4614
0.6190	0.6824	1.4629


UPCC
==========================================
0.6544	0.7215	1.5037
0.6597	0.7276	1.5034
0.6562	0.7243	1.4957
0.6554	0.7235	1.4942
0.6588	0.7269	1.5002
0.6552	0.7219	1.5001
0.6570	0.7239	1.5085
0.6577	0.7257	1.5013
0.6531	0.7202	1.5027
0.6576	0.7250	1.5027
0.6534	0.7204	1.4995
0.6508	0.7172	1.4938
0.6518	0.7197	1.4884
0.6569	0.7243	1.5095
0.6522	0.7191	1.5085
0.6568	0.7244	1.5010
0.6535	0.7198	1.5013
0.6547	0.7222	1.5017
0.6544	0.7219	1.4944
0.6509	0.7175	1.4969


IPCC
==========================================
0.7338	0.8091	1.7353
0.7333	0.8087	1.7365
0.7356	0.8119	1.7371
0.7314	0.8074	1.7359
0.7324	0.8080	1.7286
0.7300	0.8043	1.7394
0.7321	0.8066	1.7446
0.7367	0.8129	1.7343
0.7288	0.8037	1.7454
0.7361	0.8115	1.7436
0.7307	0.8056	1.7481
0.7337	0.8087	1.7462
0.7322	0.8085	1.7308
0.7307	0.8057	1.7411
0.7315	0.8064	1.7441
0.7332	0.8087	1.7402
0.7325	0.8068	1.7438
0.7331	0.8087	1.7363
0.7299	0.8052	1.7390
0.7333	0.8083	1.7470


UIPCC
==========================================
0.6433	0.7093	1.4786
0.6477	0.7143	1.4776
0.6445	0.7114	1.4704
0.6440	0.7109	1.4723
0.6472	0.7141	1.4760
0.6434	0.7090	1.4767
0.6450	0.7106	1.4825
0.6464	0.7132	1.4764
0.6410	0.7069	1.4775
0.6458	0.7120	1.4774
0.6412	0.7070	1.4738
0.6395	0.7048	1.4701
0.6404	0.7072	1.4651
0.6450	0.7112	1.4831
0.6404	0.7060	1.4812
0.6448	0.7112	1.4755
0.6418	0.7069	1.4755
0.6431	0.7094	1.4758
0.6428	0.7091	1.4701
0.6399	0.7053	1.4733


