Metric: | MAE	| NMAE	| RMSE	
==========================================
UMEAN
Avg:	0.8747	0.9629	1.8553
Std:	0.0006	0.0014	0.0020
==========================================
IMEAN
Avg:	0.5816	0.6403	1.4088
Std:	0.0005	0.0009	0.0034
==========================================
UPCC
Avg:	0.4851	0.5340	1.2127
Std:	0.0013	0.0015	0.0039
==========================================
IPCC
Avg:	0.6807	0.7494	1.5275
Std:	0.0039	0.0044	0.0094
==========================================
UIPCC
Avg:	0.4818	0.5304	1.1946
Std:	0.0012	0.0014	0.0036
==========================================


Detailed results for 20 rounds:
==========================================
UMEAN
==========================================
0.8750	0.9631	1.8528
0.8742	0.9626	1.8547
0.8748	0.9643	1.8551
0.8752	0.9658	1.8515
0.8757	0.9642	1.8542
0.8745	0.9617	1.8575
0.8742	0.9627	1.8548
0.8750	0.9614	1.8591
0.8750	0.9639	1.8551
0.8751	0.9639	1.8531
0.8727	0.9602	1.8566
0.8744	0.9610	1.8594
0.8748	0.9638	1.8529
0.8745	0.9629	1.8583
0.8748	0.9635	1.8553
0.8750	0.9641	1.8540
0.8749	0.9628	1.8549
0.8755	0.9637	1.8556
0.8741	0.9624	1.8557
0.8743	0.9608	1.8554


IMEAN
==========================================
0.5814	0.6399	1.4025
0.5818	0.6407	1.4124
0.5818	0.6414	1.4078
0.5813	0.6415	1.4047
0.5823	0.6412	1.4065
0.5805	0.6384	1.4091
0.5813	0.6401	1.4125
0.5816	0.6390	1.4085
0.5825	0.6417	1.4103
0.5817	0.6407	1.4070
0.5814	0.6397	1.4078
0.5824	0.6401	1.4138
0.5812	0.6403	1.4072
0.5809	0.6397	1.4139
0.5818	0.6408	1.4114
0.5819	0.6411	1.4078
0.5811	0.6395	1.4108
0.5821	0.6407	1.4087
0.5817	0.6405	1.4123
0.5815	0.6391	1.4015


UPCC
==========================================
0.4856	0.5345	1.2121
0.4869	0.5362	1.2215
0.4827	0.5321	1.2099
0.4857	0.5360	1.2093
0.4870	0.5363	1.2133
0.4867	0.5352	1.2206
0.4860	0.5352	1.2169
0.4854	0.5333	1.2136
0.4854	0.5347	1.2134
0.4845	0.5337	1.2084
0.4858	0.5345	1.2129
0.4831	0.5310	1.2082
0.4866	0.5361	1.2106
0.4831	0.5319	1.2142
0.4836	0.5326	1.2100
0.4841	0.5334	1.2088
0.4850	0.5338	1.2146
0.4839	0.5327	1.2125
0.4861	0.5352	1.2174
0.4845	0.5325	1.2066


IPCC
==========================================
0.6788	0.7471	1.5193
0.6835	0.7527	1.5353
0.6767	0.7460	1.5187
0.6756	0.7455	1.5102
0.6765	0.7449	1.5194
0.6781	0.7457	1.5249
0.6851	0.7545	1.5371
0.6814	0.7487	1.5276
0.6816	0.7509	1.5200
0.6851	0.7546	1.5280
0.6744	0.7420	1.5206
0.6857	0.7536	1.5361
0.6813	0.7506	1.5421
0.6811	0.7500	1.5336
0.6876	0.7573	1.5403
0.6807	0.7500	1.5204
0.6817	0.7502	1.5254
0.6783	0.7467	1.5336
0.6861	0.7554	1.5427
0.6746	0.7414	1.5143


UIPCC
==========================================
0.4821	0.5306	1.1937
0.4836	0.5326	1.2022
0.4791	0.5281	1.1917
0.4818	0.5317	1.1906
0.4834	0.5323	1.1949
0.4833	0.5315	1.2018
0.4826	0.5315	1.1987
0.4822	0.5297	1.1957
0.4821	0.5311	1.1952
0.4813	0.5301	1.1904
0.4823	0.5307	1.1952
0.4804	0.5280	1.1920
0.4831	0.5323	1.1933
0.4799	0.5285	1.1960
0.4812	0.5299	1.1920
0.4809	0.5299	1.1901
0.4814	0.5298	1.1962
0.4809	0.5293	1.1947
0.4829	0.5317	1.1983
0.4810	0.5286	1.1891


