Metric: | MAE	| NMAE	| RMSE	
==========================================
UMEAN
Avg:	0.8748	0.9630	1.8554
Std:	0.0009	0.0017	0.0020
==========================================
IMEAN
Avg:	0.5858	0.6449	1.4146
Std:	0.0008	0.0012	0.0022
==========================================
UPCC
Avg:	0.5185	0.5708	1.2753
Std:	0.0014	0.0018	0.0033
==========================================
IPCC
Avg:	0.6515	0.7172	1.4599
Std:	0.0046	0.0051	0.0083
==========================================
UIPCC
Avg:	0.5122	0.5638	1.2551
Std:	0.0013	0.0016	0.0030
==========================================


Detailed results for 20 rounds:
==========================================
UMEAN
==========================================
0.8755	0.9638	1.8532
0.8746	0.9638	1.8527
0.8756	0.9652	1.8543
0.8763	0.9668	1.8510
0.8761	0.9644	1.8553
0.8727	0.9594	1.8588
0.8742	0.9623	1.8555
0.8754	0.9628	1.8573
0.8749	0.9634	1.8556
0.8764	0.9654	1.8532
0.8732	0.9607	1.8564
0.8751	0.9625	1.8576
0.8751	0.9632	1.8564
0.8747	0.9629	1.8574
0.8742	0.9629	1.8522
0.8740	0.9617	1.8567
0.8743	0.9621	1.8554
0.8747	0.9624	1.8564
0.8751	0.9639	1.8551
0.8736	0.9601	1.8574


IMEAN
==========================================
0.5867	0.6458	1.4116
0.5855	0.6452	1.4136
0.5869	0.6469	1.4126
0.5862	0.6467	1.4100
0.5874	0.6466	1.4145
0.5850	0.6431	1.4149
0.5845	0.6434	1.4147
0.5864	0.6450	1.4144
0.5864	0.6458	1.4185
0.5860	0.6455	1.4137
0.5861	0.6449	1.4148
0.5860	0.6445	1.4149
0.5844	0.6432	1.4129
0.5858	0.6449	1.4191
0.5866	0.6461	1.4166
0.5851	0.6438	1.4160
0.5846	0.6433	1.4143
0.5856	0.6443	1.4147
0.5859	0.6453	1.4176
0.5854	0.6434	1.4121


UPCC
==========================================
0.5197	0.5722	1.2779
0.5205	0.5736	1.2810
0.5172	0.5700	1.2724
0.5200	0.5737	1.2733
0.5199	0.5724	1.2754
0.5188	0.5704	1.2780
0.5175	0.5696	1.2739
0.5192	0.5711	1.2753
0.5211	0.5738	1.2819
0.5167	0.5692	1.2722
0.5173	0.5692	1.2729
0.5160	0.5676	1.2706
0.5170	0.5690	1.2709
0.5171	0.5692	1.2767
0.5200	0.5727	1.2741
0.5183	0.5704	1.2769
0.5177	0.5697	1.2716
0.5182	0.5701	1.2766
0.5197	0.5724	1.2814
0.5191	0.5705	1.2736


IPCC
==========================================
0.6503	0.7159	1.4545
0.6591	0.7263	1.4671
0.6504	0.7169	1.4600
0.6451	0.7117	1.4481
0.6412	0.7059	1.4366
0.6521	0.7168	1.4641
0.6547	0.7206	1.4668
0.6445	0.7089	1.4499
0.6516	0.7176	1.4563
0.6474	0.7131	1.4559
0.6565	0.7223	1.4670
0.6507	0.7157	1.4574
0.6516	0.7171	1.4649
0.6583	0.7246	1.4677
0.6543	0.7206	1.4672
0.6506	0.7159	1.4562
0.6502	0.7155	1.4572
0.6556	0.7213	1.4685
0.6570	0.7237	1.4706
0.6496	0.7139	1.4624


UIPCC
==========================================
0.5133	0.5651	1.2568
0.5144	0.5668	1.2603
0.5108	0.5630	1.2524
0.5131	0.5661	1.2531
0.5130	0.5648	1.2547
0.5127	0.5636	1.2585
0.5112	0.5627	1.2541
0.5124	0.5635	1.2552
0.5145	0.5666	1.2615
0.5102	0.5620	1.2517
0.5113	0.5625	1.2528
0.5099	0.5608	1.2515
0.5109	0.5623	1.2518
0.5113	0.5628	1.2565
0.5137	0.5658	1.2540
0.5118	0.5632	1.2558
0.5111	0.5624	1.2514
0.5122	0.5636	1.2564
0.5135	0.5657	1.2600
0.5127	0.5634	1.2538


