Metric: | MAE	| NMAE	| RMSE	
Avg:	0.6105	0.6732	1.4097
Std:	0.0028	0.0033	0.0051

==========================================
Detailed results for 20 rounds:
0.6148	0.6779	1.4132
0.6140	0.6772	1.4069
0.6154	0.6793	1.4077
0.6152	0.6791	1.4184
0.6122	0.6754	1.4048
0.6077	0.6696	1.4114
0.6112	0.6735	1.4163
0.6103	0.6734	1.4044
0.6110	0.6738	1.4202
0.6105	0.6730	1.4067
0.6080	0.6704	1.4128
0.6098	0.6721	1.4124
0.6075	0.6708	1.4000
0.6118	0.6745	1.4137
0.6078	0.6700	1.4113
0.6114	0.6743	1.4050
0.6075	0.6691	1.4088
0.6083	0.6709	1.4030
0.6093	0.6721	1.4097
0.6055	0.6675	1.4069
