Metric: | MAE	| NMAE	| RMSE	
Avg:	0.4584	0.5047	1.1479
Std:	0.0012	0.0016	0.0036

==========================================
Detailed results for 20 rounds:
0.4563	0.5024	1.1447
0.4585	0.5052	1.1455
0.4574	0.5042	1.1409
0.4611	0.5087	1.1511
0.4603	0.5069	1.1517
0.4577	0.5033	1.1459
0.4590	0.5056	1.1480
0.4588	0.5044	1.1516
0.4603	0.5072	1.1526
0.4577	0.5043	1.1421
0.4589	0.5050	1.1468
0.4597	0.5057	1.1504
0.4585	0.5047	1.1492
0.4577	0.5036	1.1495
0.4588	0.5054	1.1514
0.4590	0.5059	1.1404
0.4576	0.5032	1.1525
0.4574	0.5034	1.1476
0.4563	0.5025	1.1478
0.4577	0.5030	1.1476
