Metric: | MAE	| NMAE	| RMSE	
Avg:	16.6338	0.3497	42.6720
Std:	0.0520	0.0012	0.1682

==========================================
Detailed results for 20 rounds:
16.6510	0.3500	42.6695
16.6926	0.3505	42.9856
16.6441	0.3502	42.9145
16.6176	0.3498	42.7091
16.5751	0.3486	42.2824
16.5765	0.3482	42.6441
16.6379	0.3501	42.7249
16.6459	0.3500	42.7399
16.7448	0.3519	42.7231
16.6616	0.3505	42.4504
16.7225	0.3519	42.7178
16.6769	0.3509	42.6269
16.5993	0.3490	42.6068
16.6599	0.3497	42.8064
16.5466	0.3478	42.4454
16.5465	0.3481	42.4644
16.6206	0.3498	42.6867
16.6098	0.3489	42.6594
16.6571	0.3496	42.6406
16.5906	0.3481	42.9428
