Metric: | MAE	| NMAE	| RMSE	
Avg:	16.0628	0.3376	41.4791
Std:	0.0580	0.0012	0.1593

==========================================
Detailed results for 20 rounds:
16.0727	0.3376	41.5263
16.0555	0.3371	41.7105
16.1055	0.3388	41.8169
16.0804	0.3381	41.5708
16.0292	0.3370	41.2489
16.0197	0.3365	41.5427
16.0933	0.3388	41.4284
15.9868	0.3364	41.3382
16.1697	0.3396	41.5023
16.0602	0.3375	41.1659
16.1430	0.3396	41.4783
16.1173	0.3390	41.4854
16.0710	0.3380	41.3854
16.0792	0.3376	41.5536
15.9143	0.3345	41.2185
15.9871	0.3363	41.5174
16.0481	0.3378	41.3233
16.1243	0.3386	41.6561
16.0807	0.3372	41.5475
16.0177	0.3364	41.5648
