Metric: | MAE	| NMAE	| RMSE	
Avg:	0.5042	0.5551	1.2175
Std:	0.0020	0.0023	0.0035

==========================================
Detailed results for 20 rounds:
0.5023	0.5530	1.2140
0.5067	0.5584	1.2203
0.5037	0.5551	1.2171
0.5053	0.5576	1.2119
0.5057	0.5569	1.2195
0.5036	0.5540	1.2176
0.5041	0.5546	1.2180
0.5062	0.5571	1.2220
0.5056	0.5568	1.2212
0.5067	0.5583	1.2211
0.5065	0.5573	1.2205
0.5025	0.5528	1.2148
0.4998	0.5503	1.2141
0.5057	0.5566	1.2225
0.5058	0.5570	1.2223
0.5041	0.5547	1.2189
0.5026	0.5534	1.2125
0.5030	0.5538	1.2138
0.5006	0.5511	1.2139
0.5032	0.5536	1.2145
